弹幕,重复次数
达标就自己喝呗，排啥？,16.0
达标就自己喝啊,16.0
核污染水中，含上百种放射性核元素！,16.0
达标直接倒地上，还跑海里？,16.0
达标，指的是排海后勉强达标,16.0
突然理解叶文洁了,16.0
辣鸡日本人，地球上就不该存在美日这两种灭,16.0
核污染水中，仅放射性核元素就达上百种！,16.0
辛苦老爷爷,16.0
现在已经排海100万吨了！！！世界要毁灭了,16.0
辐射雨,16.0
辐射雨灌胶田地一样是辐射食品,16.0
核污水排海，是美国日本发动的第三次世界大战,16.0
现在怪兽有了，可迪迦在哪里呢？,16.0
核污水排海本就不是负责的表现,16.0
核污水排海是对全人类的犯罪！,16.0
辐射（fallout）:日本,16.0
立本斯一斯呀,16.0
辐盒,16.0
现在才发现是官方,16.0
核污水处理系统也不是安全的,16.0
立字据！,16.0
核污水和核弹，希望日本政府能做出明智的选择,16.0
窒息,16.0
达标，自己不喝，浇花，填地下水啊,16.0
达标，高污染指标,16.0
还我海洋,16.0
还交涉个锤子，直接制裁啊,16.0
还以为进了小红书了，全是小作文,16.0
还吃海鲜呢,16.0
还合作什么？都排放了，又无视群体声音，直接开打了，谈什么合作？,16.0
核“监管”,16.0
还好我们吃盐矿的盐,16.0
树脂小夫,16.0
标题：岛国行为，请勿上升人类。,16.0
空降,16.0
还好我已经去过海边了，以后应该不会去了,16.0
还好还有清醒的人,16.0
某种意义上是核武器,16.0
还得戴防毒面具  空气氧气都是奢侈品,16.0
枪呢？我的枪！！！,16.0
还得是你，小日子，还是那个熟悉的你,16.0
还想啥？,16.0
还仇恨一代代传下去。。。想得美,16.0
还买日本车不?丰田，日产，本田，三菱，马自达,16.0
达标：QQ飞车的速度见识一下,16.0
空降00:00,16.0
达标？冲马桶不行吗,16.0
达标？那怎么还穿三层防护服,16.0
过两天就都忘了,16.0
过几年可能就有真的哥斯拉了,16.0
现在时间已经到了。,16.0
核武的辐射都没这么搞造成的影响大啊,16.0
现在是24号12：53 已经开始了,16.0
运载火箭呢？,16.0
近半数那就等于没用,16.0
近百名。。四舍五入就是一个亿啊,16.0
现在是8.24，已经排了，，，，，,16.0
空降1:20,16.0
现在是北京时间00:29 日本时间01:29   寄,16.0
空降01：11,16.0
还不是鬼子为了省钱。全球人民一起买单。,16.0
立法！立法！支持！,16.0
现在已经排了，以后可能没法吃海鲜了,16.0
现在已经排了,16.0
欢迎来到核污染海洋赛季。,16.0
横幅好可爱,16.0
跟日本做邻居真是倒了好多辈子的霉,16.0
概不負責了,16.0
植物都变异，还大战僵尸,16.0
植物大战僵尸，好玩吧？过几年估计就有真人版了,16.0
跟着美国提前永生了,16.0
路飞直接连夜弃船登陆,16.0
棒子屁大点只能吃海盐除非国外进口，不像我们有盐矿,16.0
路飞，我想活下去,16.0
检测？三菱的钢材质量检测造假40年。,16.0
现在去日本都得喝核污水,16.0
笑岔了,16.0
跳回杰哥家：0.00,16.0
跳楼:00:00,16.0
检测个毛线，直接拒绝进口。,16.0
跟文在寅是一个党派的,16.0
跟他们再好好商量商量，不要敬酒不吃吃罚酒,16.0
站不住,16.0
欧洲不管太平洋是吧,16.0
起码日本民众还是有一点良心的。,16.0
趁现在多吃点鱼吧，以后不敢吃了,16.0
欧美那些环保组织这回眼瞎了？？？！！！！,16.0
欧美肯定是有自己的心思，故意的,16.0
欧美等着卖抗辐射药物赚钱呢,16.0
趁现在，吃点好的,16.0
笑死我了，就你们还负责,16.0
笑死了，污染别人你最划算是吧,16.0
超前,16.0
欧美新闻居然都不报道，民众都不知道。这就是所谓的“自由”，欧美玩舆论还是厉害呀！,16.0
欧美就想亚洲变乱 隔岸观火,16.0
欧美国家集体无语！,16.0
超新星爆炸也会有伽马射线,16.0
欧洲人不感谢苏联治下的切尔诺贝利？,16.0
现在去不晚等几天就不行了,16.0
踏马的，再排放海嗣都要上岸了,16.0
踢皮球来了,16.0
梦里啥都有,16.0
笑了，爸爸都同意了，还不能排？,16.0
轰炸东京,16.0
章鱼娘哈哈哈哎,16.0
现在大连也下雨了,16.0
辐 核 标 准,16.0
竟然全世界都那么不愿意将合肥水排入海洋。,16.0
核爆日本保卫地球,16.0
辐射4废土生存了,16.0
辐射5全球风暴,16.0
辐射6,16.0
辐射III,16.0
核污水都处理不了，还指望日本对谁负责,16.0
核污水运去沙漠埋了不行？,16.0
站得住？,16.0
站在他么的坟上，你说站不站得住,16.0
现在已将成为历史,16.0
核电站之名，核武力之实          世界可以没有日本，但是不能没有海洋，坚决抵制日本排放核污水，同志们团结起来！！！,16.0
核电站正确使用就没有问题，日本不排也没问题,16.0
轰他,16.0
笑了，你倒是阻止啊！,16.0
桥下彻的意思就是生在桥洞下被丢了？？,16.0
桌子上的水就换成核污染水啊！,16.0
身在辐中不知辐,16.0
根本不想去,16.0
根本不可行好吧,16.0
躬匠精神是吧,16.0
核辐射轻的是癌症，重的直接死,16.0
核电站这么多毛病 为什么还要建呢,16.0
躬酱精神,16.0
笑了年轻人没几个,16.0
核辐射海,16.0
核辐射不可能创造出坏兽，只能把生物畸形和死亡率拉高,16.0
转想到海洋里那么多的生物，那么多鲜活的生命，以及水循环带来的一系列绝对危及到人类的连锁反应，而藏在后面的利益大于生命的违人性命题更让人心颤，时代不会一直向前，总有些人是文明的蛀虫，是世界的渣滓,16.0
转起来吧，同胞们,16.0
还我们人类 ，你们是人吗???,16.0
构式日本    赶紧死,16.0
起来不愿做奴隶的人们,16.0
这下所有人都满意了,16.0
这下日苯有好果子吃了，估计到时候连眉郭都嫌弃他,16.0
现在说这么多还有屁用啊 已经排放了,16.0
稀不稀释有差吗,16.0
秦始皇就不应该练药的，让那些小人有机可钻,16.0
这下行了，离不到三十岁就嘎掉的愿望又靠近了一点。,16.0
未来数十年负责（还想苟活数十年）,16.0
这不会是日本的毁灭人类计划吧？,16.0
这不会是语言吧,16.0
这不依然是军国霸权主义 只会用暴力解决问题,16.0
秘技发动-大飓风之术【卷起来下回去，先在本土多过滤两遍】,16.0
未来喝口干净的水都是奢侈的,16.0
这不公然核打击了么？,16.0
未来几十上百年全球都得为小鬼子的罪行买单了,16.0
现在谁有大宗贸易交易的许可，这可是笔横财啊,16.0
这不嗒嗒开,16.0
现在觉得大多数日本人不是那么坏,16.0
未来负责当下不管,16.0
这不废话吗,16.0
这下师出有名了,16.0
本来就不样每个国家给有害物质排海里,16.0
本来容易发生地震的地方，就不能建造核电站,16.0
这dm会看？他会看我自己从楼上跳下去,16.0
联合国怎么不起作用了,16.0
这tm还是日本他自己拍的,16.0
这一切日本都是为了钱,16.0
这一刻他是英雄,16.0
这一块大家可以查一下日本东海村事件,16.0
末日生存开始,16.0
现在的日本总统还不二战的呢,16.0
这一天有没有发现恒河水似乎更干净？,16.0
末日将至,16.0
末世版本马上更新了,16.0
这一次，必须为了全人类而战,16.0
这一看就不是什么好人脸,16.0
期待下一个一个日本首相刺客,16.0
望国家保护14亿中华儿女免受日本核污水毒害，尽一切努力阻止日本政府的反人类罪行,16.0
还搁哪儿担心日本的渔业呢？,16.0
有钱去贿赂也不去处理废水,16.0
这个地球不再是家了,16.0
这个好，支持啊,16.0
现在迪迦还没出来，怪兽就已经先到了,16.0
现在都不负责，还说十几年后，去阎罗殿负责吗？,16.0
这个就是双向奔赴,16.0
这个属于双向奔赴了，看看还有没有去的,16.0
这个岸田文雄加个方块胡子就是典型的日本狗形象,16.0
这个怎么储存水啊,16.0
这个我们支持，好好给秋田犬尝尝鲜,16.0
这个我在电视上看过 ,16.0
这个我支持，过滤一遍秋田犬。,16.0
科幻片,16.0
这个我是支持的，请一定要执行,16.0
这个我超支持的！哈哈哈哈哈,16.0
现在都是同志,16.0
现在还是没流量啊,16.0
这个国家跟民族早就该灭绝了,16.0
这不怪日本民众，错的是日本高层,16.0
这个反人类民族,16.0
这不是可能，一定的事,16.0
这不是投名状这是什么？,16.0
这不是挺好的吗,16.0
现在还在下雨,16.0
这不给他来一颗,16.0
这不联合制裁？,16.0
这个一定得支持啊,16.0
这个世界不止人类！！！还有动物！！,16.0
这个世界需要一些英雄 ,16.0
这个事情关系到地球的每一个人。整个生态。西方国家一天到晚嘴上说环保。海水退去。都是裸泳。都是生意,16.0
这个会长也太难了,16.0
这个党派要是选不上，那韩国政治也令人绝望,16.0
这个利益方，是全世界人民啊,16.0
这个博主可以和MIT那个对狙一下么,16.0
这个博主和那个,16.0
还需要质疑危害性？,16.0
还负责我丢。,16.0
还负责  你付得起责吗？,16.0
来来，日本先喝废水,16.0
来来来，排海前全日本每人先喝一口再排,16.0
来来来给你们脸了,16.0
还有40分钟,16.0
还有49分钟，就24号了。,16.0
还有eva里的那段,16.0
还有一堆去日本玩的呢,16.0
还有一种啊 用氢弹炸 只要利用率算好了 ,16.0
空气里的水蒸气也会有核污染吗。,16.0
来人啊，日本内杠了,16.0
还有两个多小时……,16.0
还有休眠仓吗 我买一个,16.0
还有全球人民的理解！,16.0
来个心灵怪盗团,16.0
来个小男孩,16.0
稀释还是那么多东西，再稀释也没用,16.0
还有3分钟,16.0
还有1500万！年以后的呢,16.0
现在水真的是剧毒的了,16.0
来点热度啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,16.0
极度自私、阴暗！富士山该醒醒了！！,16.0
还搞什么中文，中文日本人能听懂吗啊？小鬼子，我踢死你，小鬼子还不日本，日本直接拿那个核弹炸了就行了,16.0
还敢吃海鲜啊,16.0
还斗争马上就到了,16.0
来，继续洗,16.0
还是央视,16.0
还是有好人的,16.0
还是有清醒的,16.0
空说无用！！！,16.0
还是蓝v官方,16.0
来给这几个老头儿换核水,16.0
还是进行俄罗斯的核污水处理计划吧,16.0
还是那句话，干净就让小日子人喝了，排海干嘛,16.0
来猜猜谁会变异成哥斯拉,16.0
还是那句话，高尚的是人，不是职业[星星眼]​,16.0
还有十多个小时，希望我们渺小的抗争是有用的,16.0
稀释的排放物还没有每天产生的多,16.0
还有毛子的方案，一颗氢弹，干净优美,16.0
稀释然后再排，骗鬼呢，污染物总量还不是一样。,16.0
杉并,16.0
权威认证为什么不叫岸田喝一口？,16.0
还看什么海啊？等你高中毕业，直接去看哥斯拉大战金刚,16.0
还能拿动漫来说，新闻太六了,16.0
还能活到自然死亡吗,16.0
还能活十年。。。,16.0
本，,16.0
本田，这就是你的想法吗,16.0
本来日本经济还行，却用了最省钱的方法,16.0
本来报名了日语N1的，看来我必须退了,16.0
本来应该在11年就设置驻点的，拖到现在,16.0
本来就是门生意,16.0
本来就是犯罪不人道行为,16.0
本来就是日本的骗局。通过稀释排放。难到不就是不安全的行为吗,16.0
还要浪费淡水,16.0
李在明,16.0
还看不懂？老美同意了，就没人管了,16.0
李在明啊,16.0
还有这种好事？好事成双,16.0
来个地震海啸加富士山喷发吧,16.0
来个勇士,16.0
来个内战，来个内战,16.0
来不及了,16.0
还有氢弹中和啊,16.0
还有清日的吗哈哈哈不然帮忙消化一下核污水?,16.0
还有这种好事？赶紧,16.0
现在更讨厌日本了,16.0
还没去过海边！,16.0
条野太郎,16.0
现在是，9月6号,16.0
现在是，幻想时间！,16.0
还没看过海呢，我还没看过海呢！,16.0
李在明属于对华态度还算温和的一派,16.0
起猛了，再睡一会儿,16.0
欸 ，以后的人类就难熬了,16.0
狗？狗都比它高尚,16.0
谁反对了，除了中国？,16.0
氢弹造出来干啥,16.0
环保吗?符合日本人自己打造的人设吗,16.0
等出事了它国库搬空都救不回来,16.0
氢弹轰炸,16.0
环保女孩呢,16.0
氢弹炸一下,16.0
谁喝了？,16.0
氢弹氢弹氢弹氢弹氢弹氢弹氢弹氢弹氢弹！！！！​,16.0
谁喝的多就升职，日本可卷了,16.0
氢弹毁灭日本,16.0
谁家小孩,16.0
氢弹技术相当成熟,16.0
谁批的安全？？？,16.0
氢弹好还是原子弹好，能一次解决问题,16.0
环保女孩呢，人类之光的美国不管吗,16.0
环保人士=渔民（doge,16.0
等到监督机构的人也变异了看你怎么办,16.0
氢弹呢，救一下吧,16.0
谁做不到谁绝户,16.0
水俣病mkⅫ,16.0
请记住2023年8月24日,16.0
水你倒 海豚又你杀 讽刺,16.0
请说到做到哦,16.0
玛德，让人类？？自食恶果！！我们干什么了！！好人就得被人拿枪指着！！,16.0
请问以后人们出海捕鱼是不是得带上变身器,16.0
等排完，再监督，有什么意义？,16.0
水产要倒闭,16.0
谁tm去那破地方,16.0
等我们老了我们怎么证明海洋是蓝色的？,16.0
谁不自私？这叫以战止战,16.0
谁也躲不掉了,16.0
谁会信你所谓的负责！！！,16.0
谁信啊，说不定早就悄悄排了，日本就应该灭亡,16.0
水·是干净的,16.0
谁敢吃啊，以后全球的海鲜都没人敢吃了,16.0
环保女孩呢，自由之光的美国大哥不管吗,16.0
负     责,16.0
谏壁政客,16.0
谢谢你,16.0
谢谢你们。虽然不知道你们是不是只为了自己，但你们做出了正确的选择。,16.0
氚是处理不了的,16.0
谢谢你们，抗日英雄,16.0
谢谢你们，最后的武士,16.0
第六次生物大灭绝,16.0
谴责不等于阻止,16.0
谴责有用要军队来干嘛?,16.0
氘氚属于水的一部分怎么把水从水中分离,16.0
谴责！强烈谴责！,16.0
谷歌地图上日本海岸有一个怪影。在水里，大概20m。如果真是乖，那就怪物那就是，日本活该。,16.0
負責就把污水自己喝光,16.0
气象无碍？这尼玛什么词语？,16.0
气笑了,16.0
贝爷：吃不了！根本不能吃！,16.0
谢罪,16.0
第六次生物大灭绝伊始,16.0
氢弹可以吗？,16.0
等一下，央视？,16.0
氢弹发射吧,16.0
谁现在傻会去啊,16.0
